timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1703690754376,1,HTTP Request3 L 3,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 3-3,text,false,,2094,0,11,88,http://192.168.52.128/42.bin,0,0,0
1703690715511,38904,HTTP Request3 M 3,200,OK,Thread Group 7-3,bin,true,,990224,122,11,88,http://192.168.52.128/33.bmp,2753,0,131
1703690754416,0,HTTP Request3 L 2,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 7-3,text,false,,2094,0,11,88,http://192.168.52.128/41.mp3,0,0,0
1703690715478,38944,HTTP Request4 M 4,200,OK,Thread Group 4-3,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,2724,0,118
1703690715432,38990,HTTP Request1 M 1,200,OK,Thread Group 1-3,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,2658,0,120
1703690754423,0,HTTP Request1 M 4,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 1-3,text,false,,2094,0,11,88,http://192.168.52.128/26.csv,0,0,0
1703690754423,0,HTTP Request4 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 4-3,text,false,,2094,0,11,88,http://192.168.52.128/40.txt,0,0,0
1703690737501,19917,HTTP Request3 S 1,200,OK,Thread Group 3-4,bin,true,,148145,121,11,88,http://192.168.52.128/9.jpg,5457,0,2392
1703690757419,2100,HTTP Request3 M 4,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 3-4,text,false,,2094,0,11,88,http://192.168.52.128/23.csv,0,0,0
1703690723507,36146,HTTP Request3 S 2,200,OK,Thread Group 7-11,bin,true,,169789,122,11,88,http://192.168.52.128/10.mp4,11468,0,7415
1703690720441,39245,HTTP Request2 S 1,200,OK,Thread Group 2-8,text,true,,72135,122,11,88,http://192.168.52.128/5.html,10583,0,7285
1703690759687,1,HTTP Request2 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 2-8,text,false,,2094,0,11,88,http://192.168.52.128/37.txt,0,0,0
1703690722510,37189,HTTP Request3 S 3,200,OK,Thread Group 8-10,text,true,,194662,123,11,88,http://192.168.52.128/11.xlsx,8151,0,5294
1703690722440,37333,HTTP Request1 S 4,200,OK,Thread Group 1-10,text,true,,50099,121,11,88,http://192.168.52.128/4.csv,8739,0,5355
1703690759775,1,HTTP Request1 M 3,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 1-10,text,false,,2094,0,11,88,http://192.168.52.128/25.pdf,0,0,0
1703690737560,22218,HTTP Request3 S 2,200,OK,Thread Group 7-4,bin,true,,169789,122,11,88,http://192.168.52.128/10.mp4,5398,0,2342
1703690749053,10874,HTTP Request3 S 1,200,OK,Thread Group 6-7,bin,true,,148145,121,11,88,http://192.168.52.128/9.jpg,7971,0,5227
1703690716442,43597,HTTP Request2 M 1,200,OK,Thread Group 2-4,bin,true,,830182,122,11,88,http://192.168.52.128/27.jpg,11363,0,4962
1703690760040,1,HTTP Request2 S 4,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 2-4,text,false,,2094,0,11,88,http://192.168.52.128/8.html,0,0,0
1703690734197,25957,HTTP Request3 S 1,200,OK,Thread Group 8-2,bin,true,,148145,121,11,88,http://192.168.52.128/9.jpg,6222,0,3229
1703690747147,13157,HTTP Request5 S 3,200,OK,Thread Group 5-11,text,true,,194662,123,11,88,http://192.168.52.128/11.xlsx,10049,0,7119
1703690743583,16742,HTTP Request4 S 2,200,OK,Thread Group 4-10,bin,true,,169789,122,11,88,http://192.168.52.128/10.mp4,11323,0,1262
1703690742503,17823,HTTP Request4 S 3,200,OK,Thread Group 4-9,text,true,,194662,123,11,88,http://192.168.52.128/11.xlsx,7053,0,2259
1703690719466,40870,HTTP Request3 M 4,200,OK,Thread Group 3-7,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,8348,0,1938
1703690760336,1,HTTP Request3 L 3,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 3-7,text,false,,2094,0,11,88,http://192.168.52.128/42.bin,0,0,0
1703690718475,41896,HTTP Request3 M 4,200,OK,Thread Group 3-6,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,9179,0,2872
1703690760371,0,HTTP Request3 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 3-6,text,false,,2094,0,11,88,http://192.168.52.128/40.txt,0,0,0
1703690719515,40924,HTTP Request3 S 3,200,OK,Thread Group 8-7,text,true,,194662,123,11,88,http://192.168.52.128/11.xlsx,25762,0,17496
1703690741150,19315,HTTP Request3 S 3,200,OK,Thread Group 8-6,text,true,,194662,123,11,88,http://192.168.52.128/11.xlsx,16569,0,13117
1703690760375,303,HTTP Request1S 2,200,OK,Thread Group 1-10,bin,true,,43732,121,11,88,http://192.168.52.128/2.mp4,90,0,37
